,r2
2063,-0.0019139503054767712
2064,-0.00024987854710822204
2065,-7.435485921693566e-05
2066,-0.0019139503054767712
2067,-7.435485921693566e-05
2068,-3.140098649670941e-05
2069,-7.435485921693566e-05
2070,-0.0019139503054767712
2071,-0.0019139503054767712
2072,-0.00024987854710822204
2073,-7.435485921693566e-05
2074,-0.0019139503054767712
2075,-0.0019139503054767712
2076,-3.140098649670941e-05
2077,-7.435485921693566e-05
2078,-7.435485921693566e-05
2079,-7.435485921693566e-05
2080,-9.308945548788597e-06
2081,-7.435485921693566e-05
2082,-7.435485921693566e-05
2083,-0.0019139503054767712
2084,-3.140098649670941e-05
2085,-7.435485921693566e-05
2086,-7.435485921693566e-05
2087,-0.0019139503054767712
2088,-0.00024987854710822204
2089,-0.0019139503054767712
2090,-7.435485921693566e-05
2091,-7.435485921693566e-05
2092,-3.140098649670941e-05
2093,-0.0019139503054767712
2094,-7.435485921693566e-05
2095,-0.0019139503054767712
2096,-0.00024987854710822204
2097,-0.0019139503054767712
2098,-7.435485921693566e-05
2099,-0.0019139503054767712
2100,
2101,-0.0019139503054767712
2102,-0.0019139503054767712
2103,-7.435485921693566e-05
2104,-0.00024987854710822204
2105,-0.0019139503054767712
2106,-0.0019139503054767712
2107,-0.0019139503054767712
2108,
2109,-0.0019139503054767712
2110,-0.0019139503054767712
2111,-0.0019139503054767712
2112,-0.00024987854710822204
2113,-0.0019139503054767712
2114,-7.435485921693566e-05
2115,-7.435485921693566e-05
2116,-3.140098649670941e-05
2117,-0.0019139503054767712
2118,-7.435485921693566e-05
2119,-0.0019139503054767712
2120,-0.00024987854710822204
2121,-0.0019139503054767712
2122,-7.435485921693566e-05
2123,-0.0019139503054767712
2124,-7.435485921693566e-05
2125,-0.0019139503054767712
2126,-0.00024987854710822204
2127,-0.0019139503054767712
2128,-7.435485921693566e-05
2129,-0.0019139503054767712
2130,-3.140098649670941e-05
2131,-7.435485921693566e-05
2132,-7.435485921693566e-05
2133,-0.0019139503054767712
2134,-0.00024987854710822204
2135,-0.0019139503054767712
2136,-7.435485921693566e-05
2137,-7.435485921693566e-05
2138,-3.140098649670941e-05
2139,-0.0019139503054767712
2140,-7.435485921693566e-05
2141,-7.435485921693566e-05
2142,-9.308945548788597e-06
2143,-7.435485921693566e-05
2144,-7.435485921693566e-05
2145,-7.435485921693566e-05
2146,-3.140098649670941e-05
2147,-0.0019139503054767712
2148,-0.0019139503054767712
2149,-7.435485921693566e-05
2150,-0.00024987854710822204
2151,-0.0019139503054767712
2152,-0.0019139503054767712
2153,-7.435485921693566e-05
2154,-3.140098649670941e-05
2155,-7.435485921693566e-05
2156,-0.0019139503054767712
2157,-7.435485921693566e-05
2158,-0.00024987854710822204
2159,-0.0019139503054767712
2160,-7.435485921693566e-05
2161,-7.435485921693566e-05
2162,-3.140098649670941e-05
2163,-0.0019139503054767712
2164,-7.435485921693566e-05
2165,-7.435485921693566e-05
2166,-9.308945548788597e-06
2167,-7.435485921693566e-05
2168,-7.435485921693566e-05
2169,-7.435485921693566e-05
2170,-3.140098649670941e-05
2171,-0.0019139503054767712
2172,-7.435485921693566e-05
2173,-0.0019139503054767712
2174,-0.00024987854710822204
2175,-0.0019139503054767712
2176,-7.435485921693566e-05
2177,-0.0019139503054767712
2178,-3.140098649670941e-05
2179,-7.435485921693566e-05
2180,-7.435485921693566e-05
2181,-0.0019139503054767712
2182,-0.00024987854710822204
2183,-0.0019139503054767712
2184,-0.0019139503054767712
2185,-0.0019139503054767712
2186,
2187,-0.0019139503054767712
2188,-0.0019139503054767712
2189,-0.0019139503054767712
2190,-0.00024987854710822204
2191,-7.435485921693566e-05
2192,-0.0019139503054767712
2193,-0.0019139503054767712
2194,
2195,-0.0019139503054767712
2196,-7.435485921693566e-05
2197,-0.0019139503054767712
2198,-0.00024987854710822204
2199,-0.0019139503054767712
2200,-7.435485921693566e-05
2201,-0.0019139503054767712
2202,-3.140098649670941e-05
2203,-7.435485921693566e-05
2204,-7.435485921693566e-05
2205,-0.0019139503054767712
2206,-0.00024987854710822204
2207,-0.0019139503054767712
2208,-0.0019139503054767712
2209,-7.435485921693566e-05
2210,-0.0019139503054767712
2211,-0.00024987854710822204
2212,-0.0019139503054767712
2213,-7.435485921693566e-05
2214,-7.435485921693566e-05
2215,-3.140098649670941e-05
2216,-0.0019139503054767712
2217,-7.435485921693566e-05
2218,-0.0019139503054767712
2219,-0.00024987854710822204
2220,-7.435485921693566e-05
2221,-7.435485921693566e-05
2222,-0.0019139503054767712
2223,-3.140098649670941e-05
2224,-7.435485921693566e-05
2225,-7.435485921693566e-05
2226,-7.435485921693566e-05
2227,-9.308945548788597e-06
2228,-7.435485921693566e-05
2229,-7.435485921693566e-05
2230,-0.0019139503054767712
2231,-3.140098649670941e-05
2232,-7.435485921693566e-05
2233,-0.0019139503054767712
2234,-0.0019139503054767712
2235,-0.00024987854710822204
2236,-7.435485921693566e-05
2237,-0.0019139503054767712
2238,-7.435485921693566e-05
2239,-3.140098649670941e-05
2240,-7.435485921693566e-05
2241,-0.0019139503054767712
2242,-0.0019139503054767712
2243,-0.00024987854710822204
2244,-7.435485921693566e-05
2245,-7.435485921693566e-05
2246,-0.0019139503054767712
2247,-3.140098649670941e-05
2248,-7.435485921693566e-05
2249,-7.435485921693566e-05
2250,-7.435485921693566e-05
2251,-9.308945548788597e-06
2252,-7.435485921693566e-05
2253,-7.435485921693566e-05
2254,-0.0019139503054767712
2255,-3.140098649670941e-05
2256,-0.0019139503054767712
2257,-7.435485921693566e-05
2258,-0.0019139503054767712
2259,-0.00024987854710822204
2260,-0.0019139503054767712
2261,-7.435485921693566e-05
2262,-7.435485921693566e-05
2263,-3.140098649670941e-05
2264,-0.0019139503054767712
2265,-7.435485921693566e-05
2266,-0.0019139503054767712
2267,-0.00024987854710822204
2268,-0.0019139503054767712
2269,-0.0019139503054767712
2270,-0.0019139503054767712
2271,
2272,-0.0019139503054767712
2273,-0.0019139503054767712
2274,-7.435485921693566e-05
2275,-0.00024987854710822204
2276,-0.0019139503054767712
2277,-0.0019139503054767712
2278,-0.0019139503054767712
2279,
2280,-0.0019139503054767712
2281,-7.435485921693566e-05
2282,-0.0019139503054767712
2283,-0.00024987854710822204
2284,-0.0019139503054767712
2285,-7.435485921693566e-05
2286,-7.435485921693566e-05
2287,-3.140098649670941e-05
2288,-0.0019139503054767712
2289,-7.435485921693566e-05
2290,-0.0019139503054767712
2291,-0.00024987854710822204
2292,-0.0019139503054767712
2293,-0.0019139503054767712
2294,-0.0019139503054767712
2295,-0.00024987854710822204
2296,-7.435485921693566e-05
2297,-0.0019139503054767712
2298,-0.0019139503054767712
2299,
2300,-0.0019139503054767712
2301,-0.0019139503054767712
2302,-0.0019139503054767712
2303,-0.00024987854710822204
2304,-0.0019139503054767712
2305,-0.0019139503054767712
2306,-7.435485921693566e-05
2307,-3.140098649670941e-05
2308,-7.435485921693566e-05
2309,-0.0019139503054767712
2310,-7.435485921693566e-05
2311,-0.00024987854710822204
2312,-0.0019139503054767712
2313,-0.0019139503054767712
2314,-7.435485921693566e-05
2315,-3.140098649670941e-05
2316,-0.0019139503054767712
2317,-7.435485921693566e-05
2318,-7.435485921693566e-05
2319,-9.308945548788597e-06
2320,-7.435485921693566e-05
2321,-7.435485921693566e-05
2322,-7.435485921693566e-05
2323,-3.140098649670941e-05
2324,-0.0019139503054767712
2325,-7.435485921693566e-05
2326,-7.435485921693566e-05
2327,-0.00024987854710822204
2328,-0.0019139503054767712
2329,-0.0019139503054767712
2330,-7.435485921693566e-05
2331,-3.140098649670941e-05
2332,-7.435485921693566e-05
2333,-0.0019139503054767712
2334,-7.435485921693566e-05
2335,-0.00024987854710822204
2336,-0.0019139503054767712
2337,-0.0019139503054767712
2338,-7.435485921693566e-05
2339,
2340,-0.0019139503054767712
2341,-0.0019139503054767712
2342,-0.0019139503054767712
2343,-0.00024987854710822204
2344,-7.435485921693566e-05
2345,-0.0019139503054767712
2346,-0.0019139503054767712
2347,
2348,-0.0019139503054767712
2349,-0.0019139503054767712
2350,-0.0019139503054767712
2351,-0.00024987854710822204
2352,-0.0019139503054767712
2353,-7.435485921693566e-05
2354,-0.0019139503054767712
2355,-3.140098649670941e-05
2356,-7.435485921693566e-05
2357,-7.435485921693566e-05
2358,-0.0019139503054767712
2359,-0.00024987854710822204
2360,-0.0019139503054767712
2361,-7.435485921693566e-05
2362,-0.0019139503054767712
2363,
2364,-0.0019139503054767712
2365,-0.0019139503054767712
2366,-0.0019139503054767712
2367,-0.00024987854710822204
2368,-7.435485921693566e-05
2369,-0.0019139503054767712
2370,-0.0019139503054767712
2371,
2372,-0.0019139503054767712
2373,-0.0019139503054767712
2374,-0.0019139503054767712
2375,-0.0019139503054767712
2376,-0.0019139503054767712
2377,-7.435485921693566e-05
2378,-0.00024987854710822204
2379,-0.0019139503054767712
2380,-0.0019139503054767712
2381,-0.0019139503054767712
2382,
2383,-0.0019139503054767712
2384,-0.0019139503054767712
2385,-0.0019139503054767712
2386,-0.00024987854710822204
2387,-7.435485921693566e-05
2388,-0.0019139503054767712
2389,-7.435485921693566e-05
2390,-3.140098649670941e-05
2391,-7.435485921693566e-05
2392,-0.0019139503054767712
2393,-0.0019139503054767712
2394,-0.00024987854710822204
2395,-7.435485921693566e-05
2396,-0.0019139503054767712
2397,-0.0019139503054767712
2398,-3.140098649670941e-05
2399,-7.435485921693566e-05
2400,-7.435485921693566e-05
2401,-7.435485921693566e-05
2402,-9.308945548788597e-06
2403,-7.435485921693566e-05
2404,-7.435485921693566e-05
2405,-0.0019139503054767712
2406,-3.140098649670941e-05
2407,-7.435485921693566e-05
2408,-7.435485921693566e-05
2409,-0.0019139503054767712
2410,-0.00024987854710822204
2411,-7.435485921693566e-05
2412,-0.0019139503054767712
2413,-7.435485921693566e-05
2414,-3.140098649670941e-05
2415,-7.435485921693566e-05
2416,-0.0019139503054767712
2417,-0.0019139503054767712
2418,-0.00024987854710822204
2419,-7.435485921693566e-05
2420,-0.0019139503054767712
2421,-0.0019139503054767712
2422,
2423,-0.0019139503054767712
2424,-0.0019139503054767712
2425,-7.435485921693566e-05
2426,-0.00024987854710822204
2427,-0.0019139503054767712
2428,-0.0019139503054767712
2429,-0.0019139503054767712
2430,
2431,-0.0019139503054767712
2432,-0.0019139503054767712
2433,-0.0019139503054767712
2434,-0.00024987854710822204
2435,-0.0019139503054767712
2436,-7.435485921693566e-05
2437,-7.435485921693566e-05
2438,-3.140098649670941e-05
2439,-0.0019139503054767712
2440,-7.435485921693566e-05
2441,-0.0019139503054767712
2442,-0.00024987854710822204
2443,-0.0019139503054767712
2444,-7.435485921693566e-05
2445,-0.0019139503054767712
2446,
2447,-0.0019139503054767712
2448,-0.0019139503054767712
2449,-7.435485921693566e-05
2450,-0.00024987854710822204
2451,-0.0019139503054767712
2452,-0.0019139503054767712
2453,-0.0019139503054767712
2454,
2455,-0.0019139503054767712
2456,-0.0019139503054767712
2457,-0.0019139503054767712
2458,-0.0019139503054767712
2459,-0.0019139503054767712
2460,-0.00024987854710822204
2461,-7.435485921693566e-05
2462,-0.0019139503054767712
2463,-0.0019139503054767712
2464,
2465,-0.0019139503054767712
2466,-0.0019139503054767712
2467,-7.435485921693566e-05
2468,-0.00024987854710822204
2469,-0.0019139503054767712
2470,-0.0019139503054767712
2471,-7.435485921693566e-05
2472,-3.140098649670941e-05
2473,-7.435485921693566e-05
2474,-0.0019139503054767712
2475,-7.435485921693566e-05
2476,-0.00024987854710822204
2477,-0.0019139503054767712
2478,-7.435485921693566e-05
2479,-7.435485921693566e-05
2480,-3.140098649670941e-05
2481,-0.0019139503054767712
2482,-7.435485921693566e-05
2483,-7.435485921693566e-05
2484,-9.308945548788597e-06
2485,-7.435485921693566e-05
2486,-7.435485921693566e-05
2487,-7.435485921693566e-05
2488,-3.140098649670941e-05
2489,-0.0019139503054767712
2490,-0.0019139503054767712
2491,-7.435485921693566e-05
2492,-0.00024987854710822204
2493,-0.0019139503054767712
2494,-0.0019139503054767712
2495,-7.435485921693566e-05
2496,-3.140098649670941e-05
2497,-7.435485921693566e-05
2498,-0.0019139503054767712
2499,-7.435485921693566e-05
2500,-0.00024987854710822204
2501,-0.0019139503054767712
2502,-0.0019139503054767712
2503,-0.0019139503054767712
2504,
2505,-0.0019139503054767712
2506,-0.0019139503054767712
2507,-0.0019139503054767712
2508,-0.00024987854710822204
2509,-7.435485921693566e-05
2510,-0.0019139503054767712
2511,-0.0019139503054767712
2512,
2513,-0.0019139503054767712
2514,-7.435485921693566e-05
2515,-0.0019139503054767712
2516,-0.00024987854710822204
2517,-0.0019139503054767712
2518,-7.435485921693566e-05
2519,-0.0019139503054767712
2520,-3.140098649670941e-05
2521,-7.435485921693566e-05
2522,-7.435485921693566e-05
2523,-0.0019139503054767712
2524,-0.00024987854710822204
2525,-0.0019139503054767712
2526,-0.0019139503054767712
2527,-0.0019139503054767712
2528,
2529,-0.0019139503054767712
2530,-0.0019139503054767712
2531,-0.0019139503054767712
2532,-0.00024987854710822204
2533,-7.435485921693566e-05
2534,-0.0019139503054767712
2535,-0.0019139503054767712
2536,
2537,-0.0019139503054767712
2538,-0.0019139503054767712
2539,-0.0019139503054767712
2540,-7.435485921693566e-05
2541,-0.00024987854710822204
2542,-0.0019139503054767712
2543,-0.0019139503054767712
2544,-0.0019139503054767712
2545,
2546,-7.435485921693566e-05
2547,-0.0019139503054767712
2548,-0.0019139503054767712
2549,-0.00024987854710822204
2550,-7.435485921693566e-05
2551,-0.0019139503054767712
2552,-7.435485921693566e-05
2553,-3.140098649670941e-05
2554,-7.435485921693566e-05
2555,-0.0019139503054767712
2556,-0.0019139503054767712
2557,-0.00024987854710822204
2558,-7.435485921693566e-05
2559,-7.435485921693566e-05
2560,-0.0019139503054767712
2561,-3.140098649670941e-05
2562,-7.435485921693566e-05
2563,-7.435485921693566e-05
2564,-7.435485921693566e-05
2565,-9.308945548788597e-06
2566,-7.435485921693566e-05
2567,-7.435485921693566e-05
2568,-0.0019139503054767712
2569,-3.140098649670941e-05
2570,-7.435485921693566e-05
2571,-0.0019139503054767712
2572,-0.0019139503054767712
2573,-0.00024987854710822204
2574,-7.435485921693566e-05
2575,-0.0019139503054767712
2576,-7.435485921693566e-05
2577,-3.140098649670941e-05
2578,-7.435485921693566e-05
2579,-0.0019139503054767712
2580,-0.0019139503054767712
2581,-0.00024987854710822204
2582,-0.0019139503054767712
2583,-0.0019139503054767712
2584,-0.0019139503054767712
2585,
2586,-0.0019139503054767712
2587,-0.0019139503054767712
2588,-7.435485921693566e-05
2589,-0.00024987854710822204
2590,-0.0019139503054767712
2591,-0.0019139503054767712
2592,-0.0019139503054767712
2593,
2594,-0.0019139503054767712
2595,-7.435485921693566e-05
2596,-0.0019139503054767712
2597,-0.00024987854710822204
2598,-0.0019139503054767712
2599,-7.435485921693566e-05
2600,-7.435485921693566e-05
2601,-3.140098649670941e-05
2602,-0.0019139503054767712
2603,-7.435485921693566e-05
2604,-0.0019139503054767712
2605,-0.00024987854710822204
2606,-0.0019139503054767712
2607,-0.0019139503054767712
2608,-0.0019139503054767712
2609,
2610,-0.0019139503054767712
2611,-0.0019139503054767712
2612,-7.435485921693566e-05
2613,-0.00024987854710822204
2614,-0.0019139503054767712
2615,-0.0019139503054767712
2616,-0.0019139503054767712
2617,
2618,-0.0019139503054767712
2619,-0.0019139503054767712
2620,-0.0019139503054767712
2621,-0.00024987854710822204
2622,-7.435485921693566e-05
2623,-0.0019139503054767712
2624,-0.0019139503054767712
2625,-3.140098649670941e-05
2626,-7.435485921693566e-05
2627,-0.0019139503054767712
2628,-7.435485921693566e-05
2629,-0.00024987854710822204
2630,-0.0019139503054767712
2631,-0.0019139503054767712
2632,-7.435485921693566e-05
2633,-3.140098649670941e-05
2634,-7.435485921693566e-05
2635,-0.0019139503054767712
2636,-7.435485921693566e-05
2637,-9.308945548788597e-06
2638,-7.435485921693566e-05
2639,-7.435485921693566e-05
2640,-7.435485921693566e-05
2641,-3.140098649670941e-05
2642,-0.0019139503054767712
2643,-7.435485921693566e-05
2644,-7.435485921693566e-05
2645,-9.308945548788597e-06
2646,-7.435485921693566e-05
2647,-7.435485921693566e-05
2648,-7.435485921693566e-05
2649,-3.140098649670941e-05
2650,-7.435485921693566e-05
2651,-0.0019139503054767712
2652,-7.435485921693566e-05
2653,-0.00024987854710822204
2654,-0.0019139503054767712
2655,-0.0019139503054767712
2656,-7.435485921693566e-05
2657,-3.140098649670941e-05
2658,-7.435485921693566e-05
2659,-0.0019139503054767712
2660,-7.435485921693566e-05
2661,-0.00024987854710822204
2662,-7.435485921693566e-05
2663,-0.0019139503054767712
2664,-0.0019139503054767712
2665,
2666,-0.0019139503054767712
2667,-0.0019139503054767712
2668,-0.0019139503054767712
2669,-0.00024987854710822204
2670,-7.435485921693566e-05
2671,-0.0019139503054767712
2672,-0.0019139503054767712
2673,-3.140098649670941e-05
2674,-7.435485921693566e-05
2675,-7.435485921693566e-05
2676,-0.0019139503054767712
2677,-0.00024987854710822204
2678,-0.0019139503054767712
2679,-7.435485921693566e-05
2680,-0.0019139503054767712
2681,-3.140098649670941e-05
2682,-7.435485921693566e-05
2683,-7.435485921693566e-05
2684,-0.0019139503054767712
2685,-0.00024987854710822204
2686,-7.435485921693566e-05
2687,-0.0019139503054767712
2688,-0.0019139503054767712
2689,
2690,-0.0019139503054767712
2691,-0.0019139503054767712
2692,-0.0019139503054767712
2693,-0.00024987854710822204
2694,-7.435485921693566e-05
2695,-0.0019139503054767712
2696,-0.0019139503054767712
2697,-0.0019139503054767712
2698,-0.0019139503054767712
2699,-7.435485921693566e-05
2700,-0.00024987854710822204
2701,-0.0019139503054767712
2702,-0.0019139503054767712
2703,-7.435485921693566e-05
2704,-3.140098649670941e-05
2705,-7.435485921693566e-05
2706,-0.0019139503054767712
2707,-0.0019139503054767712
2708,-0.00024987854710822204
2709,-7.435485921693566e-05
2710,-0.0019139503054767712
2711,-7.435485921693566e-05
2712,-3.140098649670941e-05
2713,-7.435485921693566e-05
2714,-0.0019139503054767712
2715,-7.435485921693566e-05
2716,-9.308945548788597e-06
2717,-7.435485921693566e-05
2718,-7.435485921693566e-05
2719,-0.0019139503054767712
2720,-3.140098649670941e-05
2721,-7.435485921693566e-05
2722,-7.435485921693566e-05
2723,-7.435485921693566e-05
2724,-9.308945548788597e-06
2725,-7.435485921693566e-05
2726,-7.435485921693566e-05
2727,-7.435485921693566e-05
2728,-3.140098649670941e-05
2729,-7.435485921693566e-05
2730,-0.0019139503054767712
2731,-0.0019139503054767712
2732,-0.00024987854710822204
2733,-7.435485921693566e-05
2734,-0.0019139503054767712
2735,-7.435485921693566e-05
2736,-3.140098649670941e-05
2737,-7.435485921693566e-05
2738,-0.0019139503054767712
2739,-7.435485921693566e-05
2740,-0.00024987854710822204
2741,-0.0019139503054767712
2742,-0.0019139503054767712
2743,-0.0019139503054767712
2744,
2745,-0.0019139503054767712
2746,-0.0019139503054767712
2747,-7.435485921693566e-05
2748,-0.00024987854710822204
2749,-0.0019139503054767712
2750,-0.0019139503054767712
2751,-7.435485921693566e-05
2752,-3.140098649670941e-05
2753,-0.0019139503054767712
2754,-7.435485921693566e-05
2755,-0.0019139503054767712
2756,-0.00024987854710822204
2757,-0.0019139503054767712
2758,-7.435485921693566e-05
2759,-7.435485921693566e-05
2760,-3.140098649670941e-05
2761,-0.0019139503054767712
2762,-7.435485921693566e-05
2763,-7.435485921693566e-05
2764,-0.00024987854710822204
2765,-0.0019139503054767712
2766,-0.0019139503054767712
2767,-0.0019139503054767712
2768,
2769,-0.0019139503054767712
2770,-0.0019139503054767712
2771,-7.435485921693566e-05
2772,-0.00024987854710822204
2773,-0.0019139503054767712
2774,-0.0019139503054767712
2775,-0.0019139503054767712
2776,-0.0019139503054767712
2777,-0.0019139503054767712
2778,-0.00024987854710822204
2779,-7.435485921693566e-05
2780,-0.0019139503054767712
2781,-7.435485921693566e-05
2782,-3.140098649670941e-05
2783,-7.435485921693566e-05
2784,-0.0019139503054767712
2785,-7.435485921693566e-05
2786,-0.00024987854710822204
2787,-0.0019139503054767712
2788,-0.0019139503054767712
2789,-7.435485921693566e-05
2790,-3.140098649670941e-05
2791,-7.435485921693566e-05
2792,-7.435485921693566e-05
2793,-7.435485921693566e-05
2794,-9.308945548788597e-06
2795,-7.435485921693566e-05
2796,-7.435485921693566e-05
2797,-7.435485921693566e-05
2798,-3.140098649670941e-05
2799,-0.0019139503054767712
2800,-7.435485921693566e-05
2801,-7.435485921693566e-05
2802,-9.308945548788597e-06
2803,-7.435485921693566e-05
2804,-0.0019139503054767712
2805,-7.435485921693566e-05
2806,-3.140098649670941e-05
2807,-7.435485921693566e-05
2808,-0.0019139503054767712
2809,-7.435485921693566e-05
2810,-0.00024987854710822204
2811,-0.0019139503054767712
2812,-0.0019139503054767712
2813,-7.435485921693566e-05
2814,-3.140098649670941e-05
2815,-7.435485921693566e-05
2816,-0.0019139503054767712
2817,-0.0019139503054767712
2818,-0.00024987854710822204
2819,-7.435485921693566e-05
2820,-0.0019139503054767712
2821,-0.0019139503054767712
2822,
2823,-0.0019139503054767712
2824,-0.0019139503054767712
2825,-0.0019139503054767712
2826,-0.00024987854710822204
2827,-7.435485921693566e-05
2828,-7.435485921693566e-05
2829,-0.0019139503054767712
2830,-3.140098649670941e-05
2831,-7.435485921693566e-05
2832,-7.435485921693566e-05
2833,-0.0019139503054767712
2834,-0.00024987854710822204
2835,-0.0019139503054767712
2836,-7.435485921693566e-05
2837,-0.0019139503054767712
2838,-3.140098649670941e-05
2839,-7.435485921693566e-05
2840,-0.0019139503054767712
2841,-0.0019139503054767712
2842,-0.00024987854710822204
2843,-7.435485921693566e-05
2844,-0.0019139503054767712
2845,-0.0019139503054767712
2846,
2847,-0.0019139503054767712
2848,-0.0019139503054767712
2849,-0.0019139503054767712
2850,-0.00024987854710822204
2851,-7.435485921693566e-05
2852,-0.0019139503054767712
2853,-0.0019139503054767712
2854,-7.435485921693566e-05
2855,-0.00024987854710822204
2856,-7.435485921693566e-05
2857,-0.0019139503054767712
2858,-7.435485921693566e-05
2859,-3.140098649670941e-05
2860,-7.435485921693566e-05
2861,-0.0019139503054767712
2862,-0.0019139503054767712
2863,-0.00024987854710822204
2864,-7.435485921693566e-05
2865,-0.0019139503054767712
2866,-7.435485921693566e-05
2867,-3.140098649670941e-05
2868,-7.435485921693566e-05
2869,-7.435485921693566e-05
2870,-7.435485921693566e-05
2871,-9.308945548788597e-06
2872,-7.435485921693566e-05
2873,-7.435485921693566e-05
2874,-0.0019139503054767712
2875,-3.140098649670941e-05
2876,-7.435485921693566e-05
2877,-7.435485921693566e-05
2878,-7.435485921693566e-05
2879,-9.308945548788597e-06
2880,-7.435485921693566e-05
2881,-0.0019139503054767712
2882,-7.435485921693566e-05
2883,-3.140098649670941e-05
2884,-7.435485921693566e-05
2885,-0.0019139503054767712
2886,-0.0019139503054767712
2887,-0.00024987854710822204
2888,-7.435485921693566e-05
2889,-0.0019139503054767712
2890,-7.435485921693566e-05
2891,-3.140098649670941e-05
2892,-0.0019139503054767712
2893,-0.0019139503054767712
2894,-7.435485921693566e-05
2895,-0.00024987854710822204
2896,-0.0019139503054767712
2897,-0.0019139503054767712
2898,-0.0019139503054767712
2899,
2900,-0.0019139503054767712
2901,-0.0019139503054767712
2902,-7.435485921693566e-05
2903,-0.00024987854710822204
2904,-0.0019139503054767712
2905,-7.435485921693566e-05
2906,-7.435485921693566e-05
2907,-3.140098649670941e-05
2908,-0.0019139503054767712
2909,-7.435485921693566e-05
2910,-0.0019139503054767712
2911,-0.00024987854710822204
2912,-0.0019139503054767712
2913,-7.435485921693566e-05
2914,-7.435485921693566e-05
2915,-3.140098649670941e-05
2916,-0.0019139503054767712
2917,-0.0019139503054767712
2918,-7.435485921693566e-05
2919,-0.00024987854710822204
2920,-0.0019139503054767712
2921,-0.0019139503054767712
2922,-0.0019139503054767712
2923,
2924,-0.0019139503054767712
2925,-0.0019139503054767712
2926,-7.435485921693566e-05
2927,-0.00024987854710822204
2928,-0.0019139503054767712
2929,-0.0019139503054767712
2930,-0.0019139503054767712
2931,-0.00024987854710822204
2932,-0.0019139503054767712
2933,-0.0019139503054767712
2934,-7.435485921693566e-05
2935,-3.140098649670941e-05
2936,-7.435485921693566e-05
2937,-0.0019139503054767712
2938,-7.435485921693566e-05
2939,-0.00024987854710822204
2940,-0.0019139503054767712
2941,-0.0019139503054767712
2942,-7.435485921693566e-05
2943,-3.140098649670941e-05
2944,-0.0019139503054767712
2945,-7.435485921693566e-05
2946,-7.435485921693566e-05
2947,-9.308945548788597e-06
2948,-7.435485921693566e-05
2949,-7.435485921693566e-05
2950,-7.435485921693566e-05
2951,-3.140098649670941e-05
2952,-0.0019139503054767712
2953,-7.435485921693566e-05
2954,-7.435485921693566e-05
2955,-0.00024987854710822204
2956,-0.0019139503054767712
2957,-0.0019139503054767712
2958,-7.435485921693566e-05
2959,-3.140098649670941e-05
2960,-7.435485921693566e-05
2961,-0.0019139503054767712
2962,-7.435485921693566e-05
2963,-0.00024987854710822204
2964,-0.0019139503054767712
2965,-0.0019139503054767712
2966,-7.435485921693566e-05
2967,
2968,-0.0019139503054767712
2969,-0.0019139503054767712
2970,-0.0019139503054767712
2971,-0.00024987854710822204
2972,-7.435485921693566e-05
2973,-0.0019139503054767712
2974,-0.0019139503054767712
2975,
2976,-0.0019139503054767712
2977,-0.0019139503054767712
2978,-0.0019139503054767712
2979,-0.00024987854710822204
2980,-0.0019139503054767712
2981,-7.435485921693566e-05
2982,-0.0019139503054767712
2983,-3.140098649670941e-05
2984,-7.435485921693566e-05
2985,-7.435485921693566e-05
2986,-0.0019139503054767712
2987,-0.00024987854710822204
2988,-0.0019139503054767712
2989,-7.435485921693566e-05
2990,-0.0019139503054767712
2991,
2992,-0.0019139503054767712
2993,-0.0019139503054767712
2994,-0.0019139503054767712
2995,-0.00024987854710822204
2996,-7.435485921693566e-05
2997,-0.0019139503054767712
2998,-0.0019139503054767712
2999,
3000,-0.0019139503054767712
3001,-0.0019139503054767712
3002,-0.0019139503054767712
3003,-0.0019139503054767712
3004,-0.0019139503054767712
3005,-0.0019139503054767712
3006,-0.00024987854710822204
3007,-7.435485921693566e-05
3008,-0.0019139503054767712
3009,-7.435485921693566e-05
3010,-3.140098649670941e-05
3011,-7.435485921693566e-05
3012,-0.0019139503054767712
3013,-0.0019139503054767712
3014,-0.00024987854710822204
3015,-7.435485921693566e-05
3016,-0.0019139503054767712
3017,-0.0019139503054767712
3018,-3.140098649670941e-05
3019,-7.435485921693566e-05
3020,-7.435485921693566e-05
3021,-7.435485921693566e-05
3022,-9.308945548788597e-06
3023,-7.435485921693566e-05
3024,-7.435485921693566e-05
3025,-0.0019139503054767712
3026,-3.140098649670941e-05
3027,-7.435485921693566e-05
3028,-7.435485921693566e-05
3029,-0.0019139503054767712
3030,-0.00024987854710822204
3031,-7.435485921693566e-05
3032,-0.0019139503054767712
3033,-7.435485921693566e-05
3034,-3.140098649670941e-05
3035,-7.435485921693566e-05
3036,-0.0019139503054767712
3037,-0.0019139503054767712
3038,-0.00024987854710822204
3039,-7.435485921693566e-05
3040,-0.0019139503054767712
3041,-0.0019139503054767712
3042,
3043,-0.0019139503054767712
3044,-0.0019139503054767712
3045,-7.435485921693566e-05
3046,-0.00024987854710822204
3047,-0.0019139503054767712
3048,-0.0019139503054767712
3049,-0.0019139503054767712
3050,
3051,-0.0019139503054767712
3052,-0.0019139503054767712
3053,-0.0019139503054767712
3054,-0.00024987854710822204
3055,-0.0019139503054767712
3056,-7.435485921693566e-05
3057,-7.435485921693566e-05
3058,-3.140098649670941e-05
3059,-0.0019139503054767712
3060,-7.435485921693566e-05
